Fields group,Management of the resource,,,,,,,,,,,Authority list of places,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,Location,,,,,,,,,,,,,,
Fields,Identifier of the resource,Origin of the metadata,DHARMA import,Editor of the metadata,Date of the edition,Contributor of the metadata,Reviewer,Date of review,Project,Corpus,Distribution rights of the metadata,Identifier of the place,Name of the place,Language,Name of the place,Type of place,Date notBefore,Country,State,Province,District,Subdistrict,City/Village,Hamlet,Site,Coordinates latitude,Coordinates longitude,Coordinates elevation,Polygon,History of the place,Remarks,Bibliographical references
Description of the fields,"Identifier of the place. Syntax: PLC00001 (according to the DHARMA FNC)",Origin of the metadata: database or publication,Date of conversion of previously available metadata to the DHARMA model,"Person(s) who supplied metadata (use the DHARMA members' Ids and separate them by $, if more than one editor)",Start date of metadata input/editing for DHARMA (YYYY-MM-DD),"Person(s) who entered/edited metadata (use the DHARMA members' Ids and separate them by $, if more than one editor)","Validating person (use the DHARMA members' Ids and separate them by $, if more than one editor)",Date of metadata validation (YYYY-MM-DD),Project responsible for making these metadata available,Corpus to which the inscription pertains,Licence applicable to metadata,"Identifier of the place. Syntax: PLC00001 (according to the DHARMA FNC)",Name of the place,Define the language of the name,normalized syntax,,Begining of activity,,,,,,,,,,,,,Description of what is known or recorded about the origin and subsequent history of the place (free text),Remarks on place-related metadata (free text),
,PLC00001,,,emfr,2021-10-28,,,,,DHARMA,CC0,PLC00001,Tiruvālaṅkāṭu,Tamil,Tiruvalangadu,,,India,,,Ceṅkalpaṭṭu,Tiruttaṇi,,,,,,,,,,
,PLC00002,,,emfr,2021-10-28,,,,,DHARMA,CC0,PLC00002,Koṭumpāḷūr,Tamil,Kodumbalur,,,India,,,Putukkōṭṭai,Iluppūr,,,,,,,,,,
,PLC00003,,,,,,,,,DHARMA,CC0,PLC00003,,,,,,,,,,,,,,,,,,,,
,PLC00004,,,,,,,,,DHARMA,CC0,PLC00004,,,,,,,,,,,,,,,,,,,,
,PLC00005,,,,,,,,,DHARMA,CC0,PLC00005,,,,,,,,,,,,,,,,,,,,
,PLC00006,,,,,,,,,DHARMA,CC0,PLC00006,,,,,,,,,,,,,,,,,,,,
,PLC00007,,,,,,,,,DHARMA,CC0,PLC00007,,,,,,,,,,,,,,,,,,,,
,PLC00008,,,,,,,,,DHARMA,CC0,PLC00008,,,,,,,,,,,,,,,,,,,,
,PLC00009,,,,,,,,,DHARMA,CC0,PLC00009,,,,,,,,,,,,,,,,,,,,
,PLC00010,,,,,,,,,DHARMA,CC0,PLC00010,,,,,,,,,,,,,,,,,,,,
,PLC00011,,,,,,,,,DHARMA,CC0,PLC00011,,,,,,,,,,,,,,,,,,,,
,PLC00012,,,,,,,,,DHARMA,CC0,PLC00012,,,,,,,,,,,,,,,,,,,,
,PLC00013,,,,,,,,,DHARMA,CC0,PLC00013,,,,,,,,,,,,,,,,,,,,
,PLC00014,,,,,,,,,DHARMA,CC0,PLC00014,,,,,,,,,,,,,,,,,,,,
,PLC00015,,,,,,,,,DHARMA,CC0,PLC00015,,,,,,,,,,,,,,,,,,,,
,PLC00016,,,,,,,,,DHARMA,CC0,PLC00016,,,,,,,,,,,,,,,,,,,,
,PLC00017,,,,,,,,,DHARMA,CC0,PLC00017,,,,,,,,,,,,,,,,,,,,
,PLC00018,,,,,,,,,DHARMA,CC0,PLC00018,,,,,,,,,,,,,,,,,,,,
,PLC00019,,,,,,,,,DHARMA,CC0,PLC00019,,,,,,,,,,,,,,,,,,,,
,PLC00020,,,,,,,,,DHARMA,CC0,PLC00020,,,,,,,,,,,,,,,,,,,,
,PLC00021,,,,,,,,,DHARMA,CC0,PLC00021,,,,,,,,,,,,,,,,,,,,
,PLC00022,,,,,,,,,DHARMA,CC0,PLC00022,,,,,,,,,,,,,,,,,,,,
,PLC00023,,,,,,,,,DHARMA,CC0,PLC00023,,,,,,,,,,,,,,,,,,,,
,PLC00024,,,,,,,,,DHARMA,CC0,PLC00024,,,,,,,,,,,,,,,,,,,,
,PLC00025,,,,,,,,,DHARMA,CC0,PLC00025,,,,,,,,,,,,,,,,,,,,
,PLC00026,,,,,,,,,DHARMA,CC0,PLC00026,,,,,,,,,,,,,,,,,,,,
,PLC00027,,,,,,,,,DHARMA,CC0,PLC00027,,,,,,,,,,,,,,,,,,,,
,PLC00028,,,,,,,,,DHARMA,CC0,PLC00028,,,,,,,,,,,,,,,,,,,,
,PLC00029,,,,,,,,,DHARMA,CC0,PLC00029,,,,,,,,,,,,,,,,,,,,
,PLC00030,,,,,,,,,DHARMA,CC0,PLC00030,,,,,,,,,,,,,,,,,,,,
,PLC00031,,,,,,,,,DHARMA,CC0,PLC00031,,,,,,,,,,,,,,,,,,,,
,PLC00032,,,,,,,,,DHARMA,CC0,PLC00032,,,,,,,,,,,,,,,,,,,,
,PLC00033,,,,,,,,,DHARMA,CC0,PLC00033,,,,,,,,,,,,,,,,,,,,
,PLC00034,,,,,,,,,DHARMA,CC0,PLC00034,,,,,,,,,,,,,,,,,,,,
,PLC00035,,,,,,,,,DHARMA,CC0,PLC00035,,,,,,,,,,,,,,,,,,,,
,PLC00036,,,,,,,,,DHARMA,CC0,PLC00036,,,,,,,,,,,,,,,,,,,,
,PLC00037,,,,,,,,,DHARMA,CC0,PLC00037,,,,,,,,,,,,,,,,,,,,
,PLC00038,,,,,,,,,DHARMA,CC0,PLC00038,,,,,,,,,,,,,,,,,,,,
,PLC00039,,,,,,,,,DHARMA,CC0,PLC00039,,,,,,,,,,,,,,,,,,,,
,PLC00040,,,,,,,,,DHARMA,CC0,PLC00040,,,,,,,,,,,,,,,,,,,,
,PLC00041,,,,,,,,,DHARMA,CC0,PLC00041,,,,,,,,,,,,,,,,,,,,
,PLC00042,,,,,,,,,DHARMA,CC0,PLC00042,,,,,,,,,,,,,,,,,,,,
,PLC00043,,,,,,,,,DHARMA,CC0,PLC00043,,,,,,,,,,,,,,,,,,,,
,PLC00044,,,,,,,,,DHARMA,CC0,PLC00044,,,,,,,,,,,,,,,,,,,,
,PLC00045,,,,,,,,,DHARMA,CC0,PLC00045,,,,,,,,,,,,,,,,,,,,
,PLC00046,,,,,,,,,DHARMA,CC0,PLC00046,,,,,,,,,,,,,,,,,,,,
,PLC00047,,,,,,,,,DHARMA,CC0,PLC00047,,,,,,,,,,,,,,,,,,,,
,PLC00048,,,,,,,,,DHARMA,CC0,PLC00048,,,,,,,,,,,,,,,,,,,,
,PLC00049,,,,,,,,,DHARMA,CC0,PLC00049,,,,,,,,,,,,,,,,,,,,
,PLC00050,,,,,,,,,DHARMA,CC0,PLC00050,,,,,,,,,,,,,,,,,,,,
,PLC00051,,,,,,,,,DHARMA,CC0,PLC00051,,,,,,,,,,,,,,,,,,,,
,PLC00052,,,,,,,,,DHARMA,CC0,PLC00052,,,,,,,,,,,,,,,,,,,,
,PLC00053,,,,,,,,,DHARMA,CC0,PLC00053,,,,,,,,,,,,,,,,,,,,
,PLC00054,,,,,,,,,DHARMA,CC0,PLC00054,,,,,,,,,,,,,,,,,,,,
,PLC00055,,,,,,,,,DHARMA,CC0,PLC00055,,,,,,,,,,,,,,,,,,,,
,PLC00056,,,,,,,,,DHARMA,CC0,PLC00056,,,,,,,,,,,,,,,,,,,,
,PLC00057,,,,,,,,,DHARMA,CC0,PLC00057,,,,,,,,,,,,,,,,,,,,
,PLC00058,,,,,,,,,DHARMA,CC0,PLC00058,,,,,,,,,,,,,,,,,,,,
,PLC00059,,,,,,,,,DHARMA,CC0,PLC00059,,,,,,,,,,,,,,,,,,,,
,PLC00060,,,,,,,,,DHARMA,CC0,PLC00060,,,,,,,,,,,,,,,,,,,,
,PLC00061,,,,,,,,,DHARMA,CC0,PLC00061,,,,,,,,,,,,,,,,,,,,
,PLC00062,,,,,,,,,DHARMA,CC0,PLC00062,,,,,,,,,,,,,,,,,,,,
,PLC00063,,,,,,,,,DHARMA,CC0,PLC00063,,,,,,,,,,,,,,,,,,,,
,PLC00064,,,,,,,,,DHARMA,CC0,PLC00064,,,,,,,,,,,,,,,,,,,,
,PLC00065,,,,,,,,,DHARMA,CC0,PLC00065,,,,,,,,,,,,,,,,,,,,
,PLC00066,,,,,,,,,DHARMA,CC0,PLC00066,,,,,,,,,,,,,,,,,,,,
,PLC00067,,,,,,,,,DHARMA,CC0,PLC00067,,,,,,,,,,,,,,,,,,,,
,PLC00068,,,,,,,,,DHARMA,CC0,PLC00068,,,,,,,,,,,,,,,,,,,,
,PLC00069,,,,,,,,,DHARMA,CC0,PLC00069,,,,,,,,,,,,,,,,,,,,
,PLC00070,,,,,,,,,DHARMA,CC0,PLC00070,,,,,,,,,,,,,,,,,,,,
,PLC00071,,,,,,,,,DHARMA,CC0,PLC00071,,,,,,,,,,,,,,,,,,,,
,PLC00072,,,,,,,,,DHARMA,CC0,PLC00072,,,,,,,,,,,,,,,,,,,,
,PLC00073,,,,,,,,,DHARMA,CC0,PLC00073,,,,,,,,,,,,,,,,,,,,
,PLC00074,,,,,,,,,DHARMA,CC0,PLC00074,,,,,,,,,,,,,,,,,,,,
,PLC00075,,,,,,,,,DHARMA,CC0,PLC00075,,,,,,,,,,,,,,,,,,,,
,PLC00076,,,,,,,,,DHARMA,CC0,PLC00076,,,,,,,,,,,,,,,,,,,,
,PLC00077,,,,,,,,,DHARMA,CC0,PLC00077,,,,,,,,,,,,,,,,,,,,
,PLC00078,,,,,,,,,DHARMA,CC0,PLC00078,,,,,,,,,,,,,,,,,,,,
,PLC00079,,,,,,,,,DHARMA,CC0,PLC00079,,,,,,,,,,,,,,,,,,,,
,PLC00080,,,,,,,,,DHARMA,CC0,PLC00080,,,,,,,,,,,,,,,,,,,,
,PLC00081,,,,,,,,,DHARMA,CC0,PLC00081,,,,,,,,,,,,,,,,,,,,
,PLC00082,,,,,,,,,DHARMA,CC0,PLC00082,,,,,,,,,,,,,,,,,,,,
,PLC00083,,,,,,,,,DHARMA,CC0,PLC00083,,,,,,,,,,,,,,,,,,,,
,PLC00084,,,,,,,,,DHARMA,CC0,PLC00084,,,,,,,,,,,,,,,,,,,,
,PLC00085,,,,,,,,,DHARMA,CC0,PLC00085,,,,,,,,,,,,,,,,,,,,
,PLC00086,,,,,,,,,DHARMA,CC0,PLC00086,,,,,,,,,,,,,,,,,,,,
,PLC00087,,,,,,,,,DHARMA,CC0,PLC00087,,,,,,,,,,,,,,,,,,,,
,PLC00088,,,,,,,,,DHARMA,CC0,PLC00088,,,,,,,,,,,,,,,,,,,,
,PLC00089,,,,,,,,,DHARMA,CC0,PLC00089,,,,,,,,,,,,,,,,,,,,
,PLC00090,,,,,,,,,DHARMA,CC0,PLC00090,,,,,,,,,,,,,,,,,,,,
,PLC00091,,,,,,,,,DHARMA,CC0,PLC00091,,,,,,,,,,,,,,,,,,,,
