Fields group,Management of the resource,,,,,,,,,,,Authority list of places,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,Location,,,,,,,,,,,,,,
Fields,Identifier of the resource,Origin of the metadata,DHARMA import,Editor of the metadata,Date of the edition,Contributor of the metadata,Reviewer,Date of review,Project,Corpus,Distribution rights of the metadata,Identifier of the place,Name of the place,Language,Name of the place,Type of place,Date notBefore,Country,State,Province,District,Subdistrict,City/Village,Hamlet,Site,Coordinates latitude,Coordinates longitude,Coordinates elevation,Polygon,History of the place,Remarks,Bibliographical references
Description of the fields,"Identifier of the place. Syntax: PLC00001 (according to the DHARMA FNC)",Origin of the metadata: database or publication,Date of conversion of previously available metadata to the DHARMA model,"Person(s) who supplied metadata (use the DHARMA members' Ids and separate them by $, if more than one editor)",Start date of metadata input/editing for DHARMA (YYYY-MM-DD),"Person(s) who entered/edited metadata (use the DHARMA members' Ids and separate them by $, if more than one editor)","Validating person (use the DHARMA members' Ids and separate them by $, if more than one editor)",Date of metadata validation (YYYY-MM-DD),Project responsible for making these metadata available,Corpus to which the inscription pertains,Licence applicable to metadata,"Identifier of the place. Syntax: PLC00001 (according to the DHARMA FNC)",Name of the place,Define the language of the name,normalized syntax,,Begining of activity,,,,,,,,,,,,,Description of what is known or recorded about the origin and subsequent history of the place (free text),Remarks on place-related metadata (free text),
,PLC00092,,,,,,,,,DHARMA,CC0,PLC00092,,,,,,,,,,,,,,,,,,,,
,PLC00093,,,,,,,,,DHARMA,CC0,PLC00093,,,,,,,,,,,,,,,,,,,,
,PLC00094,,,,,,,,,DHARMA,CC0,PLC00094,,,,,,,,,,,,,,,,,,,,
,PLC00095,,,,,,,,,DHARMA,CC0,PLC00095,,,,,,,,,,,,,,,,,,,,
,PLC00096,,,,,,,,,DHARMA,CC0,PLC00096,,,,,,,,,,,,,,,,,,,,
,PLC00097,,,,,,,,,DHARMA,CC0,PLC00097,,,,,,,,,,,,,,,,,,,,
,PLC00098,,,,,,,,,DHARMA,CC0,PLC00098,,,,,,,,,,,,,,,,,,,,
,PLC00099,,,,,,,,,DHARMA,CC0,PLC00099,,,,,,,,,,,,,,,,,,,,
,PLC00100,,,,,,,,,DHARMA,CC0,PLC00100,,,,,,,,,,,,,,,,,,,,
,PLC00101,,,,,,,,,DHARMA,CC0,PLC00101,,,,,,,,,,,,,,,,,,,,
,PLC00102,,,,,,,,,DHARMA,CC0,PLC00102,,,,,,,,,,,,,,,,,,,,
,PLC00103,,,,,,,,,DHARMA,CC0,PLC00103,,,,,,,,,,,,,,,,,,,,
,PLC00104,,,,,,,,,DHARMA,CC0,PLC00104,,,,,,,,,,,,,,,,,,,,
,PLC00105,,,,,,,,,DHARMA,CC0,PLC00105,,,,,,,,,,,,,,,,,,,,
,PLC00106,,,,,,,,,DHARMA,CC0,PLC00106,,,,,,,,,,,,,,,,,,,,
,PLC00107,,,,,,,,,DHARMA,CC0,PLC00107,,,,,,,,,,,,,,,,,,,,
,PLC00108,,,,,,,,,DHARMA,CC0,PLC00108,,,,,,,,,,,,,,,,,,,,
,PLC00109,,,,,,,,,DHARMA,CC0,PLC00109,,,,,,,,,,,,,,,,,,,,
,PLC00110,,,,,,,,,DHARMA,CC0,PLC00110,,,,,,,,,,,,,,,,,,,,
,PLC00111,,,,,,,,,DHARMA,CC0,PLC00111,,,,,,,,,,,,,,,,,,,,
,PLC00112,,,,,,,,,DHARMA,CC0,PLC00112,,,,,,,,,,,,,,,,,,,,
,PLC00113,,,,,,,,,DHARMA,CC0,PLC00113,,,,,,,,,,,,,,,,,,,,
,PLC00114,,,,,,,,,DHARMA,CC0,PLC00114,,,,,,,,,,,,,,,,,,,,
,PLC00115,,,,,,,,,DHARMA,CC0,PLC00115,,,,,,,,,,,,,,,,,,,,
,PLC00116,,,,,,,,,DHARMA,CC0,PLC00116,,,,,,,,,,,,,,,,,,,,
,PLC00117,,,,,,,,,DHARMA,CC0,PLC00117,,,,,,,,,,,,,,,,,,,,
,PLC00118,,,,,,,,,DHARMA,CC0,PLC00118,,,,,,,,,,,,,,,,,,,,
,PLC00119,,,,,,,,,DHARMA,CC0,PLC00119,,,,,,,,,,,,,,,,,,,,
,PLC00120,,,,,,,,,DHARMA,CC0,PLC00120,,,,,,,,,,,,,,,,,,,,
,PLC00121,,,,,,,,,DHARMA,CC0,PLC00121,,,,,,,,,,,,,,,,,,,,
,PLC00122,,,,,,,,,DHARMA,CC0,PLC00122,,,,,,,,,,,,,,,,,,,,
,PLC00123,,,,,,,,,DHARMA,CC0,PLC00123,,,,,,,,,,,,,,,,,,,,
,PLC00124,,,,,,,,,DHARMA,CC0,PLC00124,,,,,,,,,,,,,,,,,,,,
,PLC00125,,,,,,,,,DHARMA,CC0,PLC00125,,,,,,,,,,,,,,,,,,,,
,PLC00126,,,,,,,,,DHARMA,CC0,PLC00126,,,,,,,,,,,,,,,,,,,,
,PLC00127,,,,,,,,,DHARMA,CC0,PLC00127,,,,,,,,,,,,,,,,,,,,
,PLC00128,,,,,,,,,DHARMA,CC0,PLC00128,,,,,,,,,,,,,,,,,,,,
,PLC00129,,,,,,,,,DHARMA,CC0,PLC00129,,,,,,,,,,,,,,,,,,,,
,PLC00130,,,,,,,,,DHARMA,CC0,PLC00130,,,,,,,,,,,,,,,,,,,,
,PLC00131,,,,,,,,,DHARMA,CC0,PLC00131,,,,,,,,,,,,,,,,,,,,
,PLC00132,,,,,,,,,DHARMA,CC0,PLC00132,,,,,,,,,,,,,,,,,,,,
,PLC00133,,,,,,,,,DHARMA,CC0,PLC00133,,,,,,,,,,,,,,,,,,,,
,PLC00134,,,,,,,,,DHARMA,CC0,PLC00134,,,,,,,,,,,,,,,,,,,,
,PLC00135,,,,,,,,,DHARMA,CC0,PLC00135,,,,,,,,,,,,,,,,,,,,
,PLC00136,,,,,,,,,DHARMA,CC0,PLC00136,,,,,,,,,,,,,,,,,,,,
,PLC00137,,,,,,,,,DHARMA,CC0,PLC00137,,,,,,,,,,,,,,,,,,,,
,PLC00138,,,,,,,,,DHARMA,CC0,PLC00138,,,,,,,,,,,,,,,,,,,,
,PLC00139,,,,,,,,,DHARMA,CC0,PLC00139,,,,,,,,,,,,,,,,,,,,
,PLC00140,,,,,,,,,DHARMA,CC0,PLC00140,,,,,,,,,,,,,,,,,,,,
,PLC00141,,,,,,,,,DHARMA,CC0,PLC00141,,,,,,,,,,,,,,,,,,,,
,PLC00142,,,,,,,,,DHARMA,CC0,PLC00142,,,,,,,,,,,,,,,,,,,,
,PLC00143,,,,,,,,,DHARMA,CC0,PLC00143,,,,,,,,,,,,,,,,,,,,
,PLC00144,,,,,,,,,DHARMA,CC0,PLC00144,,,,,,,,,,,,,,,,,,,,
,PLC00145,,,,,,,,,DHARMA,CC0,PLC00145,,,,,,,,,,,,,,,,,,,,
,PLC00146,,,,,,,,,DHARMA,CC0,PLC00146,,,,,,,,,,,,,,,,,,,,
,PLC00147,,,,,,,,,DHARMA,CC0,PLC00147,,,,,,,,,,,,,,,,,,,,
,PLC00148,,,,,,,,,DHARMA,CC0,PLC00148,,,,,,,,,,,,,,,,,,,,
,PLC00149,,,,,,,,,DHARMA,CC0,PLC00149,,,,,,,,,,,,,,,,,,,,
,PLC00150,,,,,,,,,DHARMA,CC0,PLC00150,,,,,,,,,,,,,,,,,,,,
,PLC00151,,,,,,,,,DHARMA,CC0,PLC00151,,,,,,,,,,,,,,,,,,,,
,PLC00152,,,,,,,,,DHARMA,CC0,PLC00152,,,,,,,,,,,,,,,,,,,,
,PLC00153,,,,,,,,,DHARMA,CC0,PLC00153,,,,,,,,,,,,,,,,,,,,
,PLC00154,,,,,,,,,DHARMA,CC0,PLC00154,,,,,,,,,,,,,,,,,,,,
,PLC00155,,,,,,,,,DHARMA,CC0,PLC00155,,,,,,,,,,,,,,,,,,,,
,PLC00156,,,,,,,,,DHARMA,CC0,PLC00156,,,,,,,,,,,,,,,,,,,,
,PLC00157,,,,,,,,,DHARMA,CC0,PLC00157,,,,,,,,,,,,,,,,,,,,
,PLC00158,,,,,,,,,DHARMA,CC0,PLC00158,,,,,,,,,,,,,,,,,,,,
,PLC00159,,,,,,,,,DHARMA,CC0,PLC00159,,,,,,,,,,,,,,,,,,,,
,PLC00160,,,,,,,,,DHARMA,CC0,PLC00160,,,,,,,,,,,,,,,,,,,,
,PLC00161,,,,,,,,,DHARMA,CC0,PLC00161,,,,,,,,,,,,,,,,,,,,
,PLC00162,,,,,,,,,DHARMA,CC0,PLC00162,,,,,,,,,,,,,,,,,,,,
,PLC00163,,,,,,,,,DHARMA,CC0,PLC00163,,,,,,,,,,,,,,,,,,,,
,PLC00164,,,,,,,,,DHARMA,CC0,PLC00164,,,,,,,,,,,,,,,,,,,,
,PLC00165,,,,,,,,,DHARMA,CC0,PLC00165,,,,,,,,,,,,,,,,,,,,
,PLC00166,,,,,,,,,DHARMA,CC0,PLC00166,,,,,,,,,,,,,,,,,,,,
,PLC00167,,,,,,,,,DHARMA,CC0,PLC00167,,,,,,,,,,,,,,,,,,,,
,PLC00168,,,,,,,,,DHARMA,CC0,PLC00168,,,,,,,,,,,,,,,,,,,,
,PLC00169,,,,,,,,,DHARMA,CC0,PLC00169,,,,,,,,,,,,,,,,,,,,
,PLC00170,,,,,,,,,DHARMA,CC0,PLC00170,,,,,,,,,,,,,,,,,,,,
,PLC00171,,,,,,,,,DHARMA,CC0,PLC00171,,,,,,,,,,,,,,,,,,,,
,PLC00172,,,,,,,,,DHARMA,CC0,PLC00172,,,,,,,,,,,,,,,,,,,,
,PLC00173,,,,,,,,,DHARMA,CC0,PLC00173,,,,,,,,,,,,,,,,,,,,
,PLC00174,,,,,,,,,DHARMA,CC0,PLC00174,,,,,,,,,,,,,,,,,,,,
,PLC00175,,,,,,,,,DHARMA,CC0,PLC00175,,,,,,,,,,,,,,,,,,,,
,PLC00176,,,,,,,,,DHARMA,CC0,PLC00176,,,,,,,,,,,,,,,,,,,,
,PLC00177,,,,,,,,,DHARMA,CC0,PLC00177,,,,,,,,,,,,,,,,,,,,
,PLC00178,,,,,,,,,DHARMA,CC0,PLC00178,,,,,,,,,,,,,,,,,,,,
,PLC00179,,,,,,,,,DHARMA,CC0,PLC00179,,,,,,,,,,,,,,,,,,,,
,PLC00180,,,,,,,,,DHARMA,CC0,PLC00180,,,,,,,,,,,,,,,,,,,,
,PLC00181,,,,,,,,,DHARMA,CC0,PLC00181,,,,,,,,,,,,,,,,,,,,
,PLC00182,,,,,,,,,DHARMA,CC0,PLC00182,,,,,,,,,,,,,,,,,,,,
,PLC00183,,,,,,,,,DHARMA,CC0,PLC00183,,,,,,,,,,,,,,,,,,,,
,PLC00184,,,,,,,,,DHARMA,CC0,PLC00184,,,,,,,,,,,,,,,,,,,,
,PLC00185,,,,,,,,,DHARMA,CC0,PLC00185,,,,,,,,,,,,,,,,,,,,
,PLC00186,,,,,,,,,DHARMA,CC0,PLC00186,,,,,,,,,,,,,,,,,,,,
,PLC00187,,,,,,,,,DHARMA,CC0,PLC00187,,,,,,,,,,,,,,,,,,,,
,PLC00188,,,,,,,,,DHARMA,CC0,PLC00188,,,,,,,,,,,,,,,,,,,,
,PLC00189,,,,,,,,,DHARMA,CC0,PLC00189,,,,,,,,,,,,,,,,,,,,
,PLC00190,,,,,,,,,DHARMA,CC0,PLC00190,,,,,,,,,,,,,,,,,,,,
,PLC00191,,,,,,,,,DHARMA,CC0,PLC00191,,,,,,,,,,,,,,,,,,,,
,PLC00192,,,,,,,,,DHARMA,CC0,PLC00192,,,,,,,,,,,,,,,,,,,,
,PLC00193,,,,,,,,,DHARMA,CC0,PLC00193,,,,,,,,,,,,,,,,,,,,
,PLC00194,,,,,,,,,DHARMA,CC0,PLC00194,,,,,,,,,,,,,,,,,,,,
,PLC00195,,,,,,,,,DHARMA,CC0,PLC00195,,,,,,,,,,,,,,,,,,,,
,PLC00196,,,,,,,,,DHARMA,CC0,PLC00196,,,,,,,,,,,,,,,,,,,,
,PLC00197,,,,,,,,,DHARMA,CC0,PLC00197,,,,,,,,,,,,,,,,,,,,
,PLC00198,,,,,,,,,DHARMA,CC0,PLC00198,,,,,,,,,,,,,,,,,,,,
,PLC00199,,,,,,,,,DHARMA,CC0,PLC00199,,,,,,,,,,,,,,,,,,,,
,PLC00200,,,,,,,,,DHARMA,CC0,PLC00200,,,,,,,,,,,,,,,,,,,,
,PLC00201,,,,,,,,,DHARMA,CC0,PLC00201,,,,,,,,,,,,,,,,,,,,
,PLC00202,,,,,,,,,DHARMA,CC0,PLC00202,,,,,,,,,,,,,,,,,,,,
,PLC00203,,,,,,,,,DHARMA,CC0,PLC00203,,,,,,,,,,,,,,,,,,,,
,PLC00204,,,,,,,,,DHARMA,CC0,PLC00204,,,,,,,,,,,,,,,,,,,,
,PLC00205,,,,,,,,,DHARMA,CC0,PLC00205,,,,,,,,,,,,,,,,,,,,
,PLC00206,,,,,,,,,DHARMA,CC0,PLC00206,,,,,,,,,,,,,,,,,,,,
,PLC00207,,,,,,,,,DHARMA,CC0,PLC00207,,,,,,,,,,,,,,,,,,,,
,PLC00208,,,,,,,,,DHARMA,CC0,PLC00208,,,,,,,,,,,,,,,,,,,,
,PLC00209,,,,,,,,,DHARMA,CC0,PLC00209,,,,,,,,,,,,,,,,,,,,
,PLC00210,,,,,,,,,DHARMA,CC0,PLC00210,,,,,,,,,,,,,,,,,,,,
,PLC00211,,,,,,,,,DHARMA,CC0,PLC00211,,,,,,,,,,,,,,,,,,,,
,PLC00212,,,,,,,,,DHARMA,CC0,PLC00212,,,,,,,,,,,,,,,,,,,,
,PLC00213,,,,,,,,,DHARMA,CC0,PLC00213,,,,,,,,,,,,,,,,,,,,
,PLC00214,,,,,,,,,DHARMA,CC0,PLC00214,,,,,,,,,,,,,,,,,,,,
,PLC00215,,,,,,,,,DHARMA,CC0,PLC00215,,,,,,,,,,,,,,,,,,,,
,PLC00216,,,,,,,,,DHARMA,CC0,PLC00216,,,,,,,,,,,,,,,,,,,,
,PLC00217,,,,,,,,,DHARMA,CC0,PLC00217,,,,,,,,,,,,,,,,,,,,
,PLC00218,,,,,,,,,DHARMA,CC0,PLC00218,,,,,,,,,,,,,,,,,,,,
,PLC00219,,,,,,,,,DHARMA,CC0,PLC00219,,,,,,,,,,,,,,,,,,,,
,PLC00220,,,,,,,,,DHARMA,CC0,PLC00220,,,,,,,,,,,,,,,,,,,,
,PLC00221,,,,,,,,,DHARMA,CC0,PLC00221,,,,,,,,,,,,,,,,,,,,
,PLC00222,,,,,,,,,DHARMA,CC0,PLC00222,,,,,,,,,,,,,,,,,,,,
,PLC00223,,,,,,,,,DHARMA,CC0,PLC00223,,,,,,,,,,,,,,,,,,,,
,PLC00224,,,,,,,,,DHARMA,CC0,PLC00224,,,,,,,,,,,,,,,,,,,,
,PLC00225,,,,,,,,,DHARMA,CC0,PLC00225,,,,,,,,,,,,,,,,,,,,
,PLC00226,,,,,,,,,DHARMA,CC0,PLC00226,,,,,,,,,,,,,,,,,,,,
,PLC00227,,,,,,,,,DHARMA,CC0,PLC00227,,,,,,,,,,,,,,,,,,,,
,PLC00228,,,,,,,,,DHARMA,CC0,PLC00228,,,,,,,,,,,,,,,,,,,,
,PLC00229,,,,,,,,,DHARMA,CC0,PLC00229,,,,,,,,,,,,,,,,,,,,
,PLC00230,,,,,,,,,DHARMA,CC0,PLC00230,,,,,,,,,,,,,,,,,,,,
,PLC00231,,,,,,,,,DHARMA,CC0,PLC00231,,,,,,,,,,,,,,,,,,,,
,PLC00232,,,,,,,,,DHARMA,CC0,PLC00232,,,,,,,,,,,,,,,,,,,,
,PLC00233,,,,,,,,,DHARMA,CC0,PLC00233,,,,,,,,,,,,,,,,,,,,
,PLC00234,,,,,,,,,DHARMA,CC0,PLC00234,,,,,,,,,,,,,,,,,,,,
,PLC00235,,,,,,,,,DHARMA,CC0,PLC00235,,,,,,,,,,,,,,,,,,,,
,PLC00236,,,,,,,,,DHARMA,CC0,PLC00236,,,,,,,,,,,,,,,,,,,,
,PLC00237,,,,,,,,,DHARMA,CC0,PLC00237,,,,,,,,,,,,,,,,,,,,
,PLC00238,,,,,,,,,DHARMA,CC0,PLC00238,,,,,,,,,,,,,,,,,,,,
,PLC00239,,,,,,,,,DHARMA,CC0,PLC00239,,,,,,,,,,,,,,,,,,,,
,PLC00240,,,,,,,,,DHARMA,CC0,PLC00240,,,,,,,,,,,,,,,,,,,,
,PLC00241,,,,,,,,,DHARMA,CC0,PLC00241,,,,,,,,,,,,,,,,,,,,
,PLC00242,,,,,,,,,DHARMA,CC0,PLC00242,,,,,,,,,,,,,,,,,,,,
,PLC00243,,,,,,,,,DHARMA,CC0,PLC00243,,,,,,,,,,,,,,,,,,,,
,PLC00244,,,,,,,,,DHARMA,CC0,PLC00244,,,,,,,,,,,,,,,,,,,,
,PLC00245,,,,,,,,,DHARMA,CC0,PLC00245,,,,,,,,,,,,,,,,,,,,
