,PSN01000,,,amwb,2022-05-19,,,,,DHARMA,CC0,PSN01000,Śivaguptadeva,sanskrit,Somavaṁśin king,,,,,,,,,,,,,,,,,,
,PSN01001,,,amwb,2022-05-19,,,,,DHARMA,CC0,PSN01001,Mahābhavagupta I Janamejaya,sanskrit,Somavaṁśin king,,,,,,,,,,,,,,,,,,
,PSN01002,,,amwb,2022-07-20,,,,,DHARMA,CC0,PSN01002,Mahābhavagupta IV Uddyotakesarin,sanskrit,Somavaṁśin king,,,,,,,,,,,,,,,,,,
,PSN01003,,,amwb,2022-07-20,,,,,DHARMA,CC0,PSN01003,Mahāśivagupta III Yayāti Caṇḍīhara,sanskrit,Somavaṁśin king,,,,,,,,,,,,,,,,,,
,PSN01004,,,,,,,,,DHARMA,CC0,PSN01004,,,,,,,,,,,,,,,,,,,,,
,PSN01005,,,,,,,,,DHARMA,CC0,PSN01005,,,,,,,,,,,,,,,,,,,,,
,PSN01006,,,,,,,,,DHARMA,CC0,PSN01006,,,,,,,,,,,,,,,,,,,,,
,PSN01007,,,,,,,,,DHARMA,CC0,PSN01007,,,,,,,,,,,,,,,,,,,,,
,PSN01008,,,,,,,,,DHARMA,CC0,PSN01008,,,,,,,,,,,,,,,,,,,,,
,PSN01009,,,,,,,,,DHARMA,CC0,PSN01009,,,,,,,,,,,,,,,,,,,,,
,PSN01010,,,,,,,,,DHARMA,CC0,PSN01010,,,,,,,,,,,,,,,,,,,,,
,PSN01011,,,,,,,,,DHARMA,CC0,PSN01011,,,,,,,,,,,,,,,,,,,,,
,PSN01012,,,,,,,,,DHARMA,CC0,PSN01012,,,,,,,,,,,,,,,,,,,,,
,PSN01013,,,,,,,,,DHARMA,CC0,PSN01013,,,,,,,,,,,,,,,,,,,,,
,PSN01014,,,,,,,,,DHARMA,CC0,PSN01014,,,,,,,,,,,,,,,,,,,,,
,PSN01015,,,,,,,,,DHARMA,CC0,PSN01015,,,,,,,,,,,,,,,,,,,,,
,PSN01016,,,,,,,,,DHARMA,CC0,PSN01016,,,,,,,,,,,,,,,,,,,,,
,PSN01017,,,,,,,,,DHARMA,CC0,PSN01017,,,,,,,,,,,,,,,,,,,,,
,PSN01018,,,,,,,,,DHARMA,CC0,PSN01018,,,,,,,,,,,,,,,,,,,,,
,PSN01019,,,,,,,,,DHARMA,CC0,PSN01019,,,,,,,,,,,,,,,,,,,,,
,PSN01020,,,,,,,,,DHARMA,CC0,PSN01020,,,,,,,,,,,,,,,,,,,,,
,PSN01021,,,,,,,,,DHARMA,CC0,PSN01021,,,,,,,,,,,,,,,,,,,,,
,PSN01022,,,,,,,,,DHARMA,CC0,PSN01022,,,,,,,,,,,,,,,,,,,,,
,PSN01023,,,,,,,,,DHARMA,CC0,PSN01023,,,,,,,,,,,,,,,,,,,,,
,PSN01024,,,,,,,,,DHARMA,CC0,PSN01024,,,,,,,,,,,,,,,,,,,,,
,PSN01025,,,,,,,,,DHARMA,CC0,PSN01025,,,,,,,,,,,,,,,,,,,,,
,PSN01026,,,,,,,,,DHARMA,CC0,PSN01026,,,,,,,,,,,,,,,,,,,,,
,PSN01027,,,,,,,,,DHARMA,CC0,PSN01027,,,,,,,,,,,,,,,,,,,,,
,PSN01028,,,,,,,,,DHARMA,CC0,PSN01028,,,,,,,,,,,,,,,,,,,,,
,PSN01029,,,,,,,,,DHARMA,CC0,PSN01029,,,,,,,,,,,,,,,,,,,,,
,PSN01030,,,,,,,,,DHARMA,CC0,PSN01030,,,,,,,,,,,,,,,,,,,,,
,PSN01031,,,,,,,,,DHARMA,CC0,PSN01031,,,,,,,,,,,,,,,,,,,,,
,PSN01032,,,,,,,,,DHARMA,CC0,PSN01032,,,,,,,,,,,,,,,,,,,,,
,PSN01033,,,,,,,,,DHARMA,CC0,PSN01033,,,,,,,,,,,,,,,,,,,,,
,PSN01034,,,,,,,,,DHARMA,CC0,PSN01034,,,,,,,,,,,,,,,,,,,,,
,PSN01035,,,,,,,,,DHARMA,CC0,PSN01035,,,,,,,,,,,,,,,,,,,,,
,PSN01036,,,,,,,,,DHARMA,CC0,PSN01036,,,,,,,,,,,,,,,,,,,,,
,PSN01037,,,,,,,,,DHARMA,CC0,PSN01037,,,,,,,,,,,,,,,,,,,,,
,PSN01038,,,,,,,,,DHARMA,CC0,PSN01038,,,,,,,,,,,,,,,,,,,,,
,PSN01039,,,,,,,,,DHARMA,CC0,PSN01039,,,,,,,,,,,,,,,,,,,,,
,PSN01040,,,,,,,,,DHARMA,CC0,PSN01040,,,,,,,,,,,,,,,,,,,,,
,PSN01041,,,,,,,,,DHARMA,CC0,PSN01041,,,,,,,,,,,,,,,,,,,,,
,PSN01042,,,,,,,,,DHARMA,CC0,PSN01042,,,,,,,,,,,,,,,,,,,,,
,PSN01043,,,,,,,,,DHARMA,CC0,PSN01043,,,,,,,,,,,,,,,,,,,,,
,PSN01044,,,,,,,,,DHARMA,CC0,PSN01044,,,,,,,,,,,,,,,,,,,,,
,PSN01045,,,,,,,,,DHARMA,CC0,PSN01045,,,,,,,,,,,,,,,,,,,,,
,PSN01046,,,,,,,,,DHARMA,CC0,PSN01046,,,,,,,,,,,,,,,,,,,,,
,PSN01047,,,,,,,,,DHARMA,CC0,PSN01047,,,,,,,,,,,,,,,,,,,,,
,PSN01048,,,,,,,,,DHARMA,CC0,PSN01048,,,,,,,,,,,,,,,,,,,,,
,PSN01049,,,,,,,,,DHARMA,CC0,PSN01049,,,,,,,,,,,,,,,,,,,,,
,PSN01050,,,,,,,,,DHARMA,CC0,PSN01050,,,,,,,,,,,,,,,,,,,,,
,PSN01051,,,,,,,,,DHARMA,CC0,PSN01051,,,,,,,,,,,,,,,,,,,,,
,PSN01052,,,,,,,,,DHARMA,CC0,PSN01052,,,,,,,,,,,,,,,,,,,,,
,PSN01053,,,,,,,,,DHARMA,CC0,PSN01053,,,,,,,,,,,,,,,,,,,,,
,PSN01054,,,,,,,,,DHARMA,CC0,PSN01054,,,,,,,,,,,,,,,,,,,,,
,PSN01055,,,,,,,,,DHARMA,CC0,PSN01055,,,,,,,,,,,,,,,,,,,,,
,PSN01056,,,,,,,,,DHARMA,CC0,PSN01056,,,,,,,,,,,,,,,,,,,,,
,PSN01057,,,,,,,,,DHARMA,CC0,PSN01057,,,,,,,,,,,,,,,,,,,,,
,PSN01058,,,,,,,,,DHARMA,CC0,PSN01058,,,,,,,,,,,,,,,,,,,,,
,PSN01059,,,,,,,,,DHARMA,CC0,PSN01059,,,,,,,,,,,,,,,,,,,,,
,PSN01060,,,,,,,,,DHARMA,CC0,PSN01060,,,,,,,,,,,,,,,,,,,,,
,PSN01061,,,,,,,,,DHARMA,CC0,PSN01061,,,,,,,,,,,,,,,,,,,,,
,PSN01062,,,,,,,,,DHARMA,CC0,PSN01062,,,,,,,,,,,,,,,,,,,,,
,PSN01063,,,,,,,,,DHARMA,CC0,PSN01063,,,,,,,,,,,,,,,,,,,,,
,PSN01064,,,,,,,,,DHARMA,CC0,PSN01064,,,,,,,,,,,,,,,,,,,,,
,PSN01065,,,,,,,,,DHARMA,CC0,PSN01065,,,,,,,,,,,,,,,,,,,,,
,PSN01066,,,,,,,,,DHARMA,CC0,PSN01066,,,,,,,,,,,,,,,,,,,,,
,PSN01067,,,,,,,,,DHARMA,CC0,PSN01067,,,,,,,,,,,,,,,,,,,,,
,PSN01068,,,,,,,,,DHARMA,CC0,PSN01068,,,,,,,,,,,,,,,,,,,,,
,PSN01069,,,,,,,,,DHARMA,CC0,PSN01069,,,,,,,,,,,,,,,,,,,,,
,PSN01070,,,,,,,,,DHARMA,CC0,PSN01070,,,,,,,,,,,,,,,,,,,,,
,PSN01071,,,,,,,,,DHARMA,CC0,PSN01071,,,,,,,,,,,,,,,,,,,,,
,PSN01072,,,,,,,,,DHARMA,CC0,PSN01072,,,,,,,,,,,,,,,,,,,,,
,PSN01073,,,,,,,,,DHARMA,CC0,PSN01073,,,,,,,,,,,,,,,,,,,,,
,PSN01074,,,,,,,,,DHARMA,CC0,PSN01074,,,,,,,,,,,,,,,,,,,,,
,PSN01075,,,,,,,,,DHARMA,CC0,PSN01075,,,,,,,,,,,,,,,,,,,,,
,PSN01076,,,,,,,,,DHARMA,CC0,PSN01076,,,,,,,,,,,,,,,,,,,,,
,PSN01077,,,,,,,,,DHARMA,CC0,PSN01077,,,,,,,,,,,,,,,,,,,,,
,PSN01078,,,,,,,,,DHARMA,CC0,PSN01078,,,,,,,,,,,,,,,,,,,,,
,PSN01079,,,,,,,,,DHARMA,CC0,PSN01079,,,,,,,,,,,,,,,,,,,,,
,PSN01080,,,,,,,,,DHARMA,CC0,PSN01080,,,,,,,,,,,,,,,,,,,,,
,PSN01081,,,,,,,,,DHARMA,CC0,PSN01081,,,,,,,,,,,,,,,,,,,,,
,PSN01082,,,,,,,,,DHARMA,CC0,PSN01082,,,,,,,,,,,,,,,,,,,,,
,PSN01083,,,,,,,,,DHARMA,CC0,PSN01083,,,,,,,,,,,,,,,,,,,,,
,PSN01084,,,,,,,,,DHARMA,CC0,PSN01084,,,,,,,,,,,,,,,,,,,,,
,PSN01085,,,,,,,,,DHARMA,CC0,PSN01085,,,,,,,,,,,,,,,,,,,,,
,PSN01086,,,,,,,,,DHARMA,CC0,PSN01086,,,,,,,,,,,,,,,,,,,,,
,PSN01087,,,,,,,,,DHARMA,CC0,PSN01087,,,,,,,,,,,,,,,,,,,,,
,PSN01088,,,,,,,,,DHARMA,CC0,PSN01088,,,,,,,,,,,,,,,,,,,,,
,PSN01089,,,,,,,,,DHARMA,CC0,PSN01089,,,,,,,,,,,,,,,,,,,,,
,PSN01090,,,,,,,,,DHARMA,CC0,PSN01090,,,,,,,,,,,,,,,,,,,,,
,PSN01091,,,,,,,,,DHARMA,CC0,PSN01091,,,,,,,,,,,,,,,,,,,,,
,PSN01092,,,,,,,,,DHARMA,CC0,PSN01092,,,,,,,,,,,,,,,,,,,,,
,PSN01093,,,,,,,,,DHARMA,CC0,PSN01093,,,,,,,,,,,,,,,,,,,,,
,PSN01094,,,,,,,,,DHARMA,CC0,PSN01094,,,,,,,,,,,,,,,,,,,,,
,PSN01095,,,,,,,,,DHARMA,CC0,PSN01095,,,,,,,,,,,,,,,,,,,,,
,PSN01096,,,,,,,,,DHARMA,CC0,PSN01096,,,,,,,,,,,,,,,,,,,,,
,PSN01097,,,,,,,,,DHARMA,CC0,PSN01097,,,,,,,,,,,,,,,,,,,,,
,PSN01098,,,,,,,,,DHARMA,CC0,PSN01098,,,,,,,,,,,,,,,,,,,,,
,PSN01099,,,,,,,,,DHARMA,CC0,PSN01099,,,,,,,,,,,,,,,,,,,,,
,PSN01100,,,,,,,,,DHARMA,CC0,PSN01100,,,,,,,,,,,,,,,,,,,,,
,PSN01101,,,,,,,,,DHARMA,CC0,PSN01101,,,,,,,,,,,,,,,,,,,,,
,PSN01102,,,,,,,,,DHARMA,CC0,PSN01102,,,,,,,,,,,,,,,,,,,,,
,PSN01103,,,,,,,,,DHARMA,CC0,PSN01103,,,,,,,,,,,,,,,,,,,,,
,PSN01104,,,,,,,,,DHARMA,CC0,PSN01104,,,,,,,,,,,,,,,,,,,,,
,PSN01105,,,,,,,,,DHARMA,CC0,PSN01105,,,,,,,,,,,,,,,,,,,,,
,PSN01106,,,,,,,,,DHARMA,CC0,PSN01106,,,,,,,,,,,,,,,,,,,,,
,PSN01107,,,,,,,,,DHARMA,CC0,PSN01107,,,,,,,,,,,,,,,,,,,,,
,PSN01108,,,,,,,,,DHARMA,CC0,PSN01108,,,,,,,,,,,,,,,,,,,,,
,PSN01109,,,,,,,,,DHARMA,CC0,PSN01109,,,,,,,,,,,,,,,,,,,,,
,PSN01110,,,,,,,,,DHARMA,CC0,PSN01110,,,,,,,,,,,,,,,,,,,,,
,PSN01111,,,,,,,,,DHARMA,CC0,PSN01111,,,,,,,,,,,,,,,,,,,,,
,PSN01112,,,,,,,,,DHARMA,CC0,PSN01112,,,,,,,,,,,,,,,,,,,,,
,PSN01113,,,,,,,,,DHARMA,CC0,PSN01113,,,,,,,,,,,,,,,,,,,,,
,PSN01114,,,,,,,,,DHARMA,CC0,PSN01114,,,,,,,,,,,,,,,,,,,,,
,PSN01115,,,,,,,,,DHARMA,CC0,PSN01115,,,,,,,,,,,,,,,,,,,,,
,PSN01116,,,,,,,,,DHARMA,CC0,PSN01116,,,,,,,,,,,,,,,,,,,,,
,PSN01117,,,,,,,,,DHARMA,CC0,PSN01117,,,,,,,,,,,,,,,,,,,,,
,PSN01118,,,,,,,,,DHARMA,CC0,PSN01118,,,,,,,,,,,,,,,,,,,,,
,PSN01119,,,,,,,,,DHARMA,CC0,PSN01119,,,,,,,,,,,,,,,,,,,,,
,PSN01120,,,,,,,,,DHARMA,CC0,PSN01120,,,,,,,,,,,,,,,,,,,,,
,PSN01121,,,,,,,,,DHARMA,CC0,PSN01121,,,,,,,,,,,,,,,,,,,,,
,PSN01122,,,,,,,,,DHARMA,CC0,PSN01122,,,,,,,,,,,,,,,,,,,,,
,PSN01123,,,,,,,,,DHARMA,CC0,PSN01123,,,,,,,,,,,,,,,,,,,,,
,PSN01124,,,,,,,,,DHARMA,CC0,PSN01124,,,,,,,,,,,,,,,,,,,,,
,PSN01125,,,,,,,,,DHARMA,CC0,PSN01125,,,,,,,,,,,,,,,,,,,,,
,PSN01126,,,,,,,,,DHARMA,CC0,PSN01126,,,,,,,,,,,,,,,,,,,,,
,PSN01127,,,,,,,,,DHARMA,CC0,PSN01127,,,,,,,,,,,,,,,,,,,,,
,PSN01128,,,,,,,,,DHARMA,CC0,PSN01128,,,,,,,,,,,,,,,,,,,,,
,PSN01129,,,,,,,,,DHARMA,CC0,PSN01129,,,,,,,,,,,,,,,,,,,,,
,PSN01130,,,,,,,,,DHARMA,CC0,PSN01130,,,,,,,,,,,,,,,,,,,,,
,PSN01131,,,,,,,,,DHARMA,CC0,PSN01131,,,,,,,,,,,,,,,,,,,,,
,PSN01132,,,,,,,,,DHARMA,CC0,PSN01132,,,,,,,,,,,,,,,,,,,,,
,PSN01133,,,,,,,,,DHARMA,CC0,PSN01133,,,,,,,,,,,,,,,,,,,,,
,PSN01134,,,,,,,,,DHARMA,CC0,PSN01134,,,,,,,,,,,,,,,,,,,,,
,PSN01135,,,,,,,,,DHARMA,CC0,PSN01135,,,,,,,,,,,,,,,,,,,,,
,PSN01136,,,,,,,,,DHARMA,CC0,PSN01136,,,,,,,,,,,,,,,,,,,,,
,PSN01137,,,,,,,,,DHARMA,CC0,PSN01137,,,,,,,,,,,,,,,,,,,,,
,PSN01138,,,,,,,,,DHARMA,CC0,PSN01138,,,,,,,,,,,,,,,,,,,,,
,PSN01139,,,,,,,,,DHARMA,CC0,PSN01139,,,,,,,,,,,,,,,,,,,,,
,PSN01140,,,,,,,,,DHARMA,CC0,PSN01140,,,,,,,,,,,,,,,,,,,,,
,PSN01141,,,,,,,,,DHARMA,CC0,PSN01141,,,,,,,,,,,,,,,,,,,,,
,PSN01142,,,,,,,,,DHARMA,CC0,PSN01142,,,,,,,,,,,,,,,,,,,,,
,PSN01143,,,,,,,,,DHARMA,CC0,PSN01143,,,,,,,,,,,,,,,,,,,,,
,PSN01144,,,,,,,,,DHARMA,CC0,PSN01144,,,,,,,,,,,,,,,,,,,,,
,PSN01145,,,,,,,,,DHARMA,CC0,PSN01145,,,,,,,,,,,,,,,,,,,,,
,PSN01146,,,,,,,,,DHARMA,CC0,PSN01146,,,,,,,,,,,,,,,,,,,,,
,PSN01147,,,,,,,,,DHARMA,CC0,PSN01147,,,,,,,,,,,,,,,,,,,,,
,PSN01148,,,,,,,,,DHARMA,CC0,PSN01148,,,,,,,,,,,,,,,,,,,,,
,PSN01149,,,,,,,,,DHARMA,CC0,PSN01149,,,,,,,,,,,,,,,,,,,,,
,PSN01150,,,,,,,,,DHARMA,CC0,PSN01150,,,,,,,,,,,,,,,,,,,,,
,PSN01151,,,,,,,,,DHARMA,CC0,PSN01151,,,,,,,,,,,,,,,,,,,,,
,PSN01152,,,,,,,,,DHARMA,CC0,PSN01152,,,,,,,,,,,,,,,,,,,,,
,PSN01153,,,,,,,,,DHARMA,CC0,PSN01153,,,,,,,,,,,,,,,,,,,,,
,PSN01154,,,,,,,,,DHARMA,CC0,PSN01154,,,,,,,,,,,,,,,,,,,,,
,PSN01155,,,,,,,,,DHARMA,CC0,PSN01155,,,,,,,,,,,,,,,,,,,,,
,PSN01156,,,,,,,,,DHARMA,CC0,PSN01156,,,,,,,,,,,,,,,,,,,,,
,PSN01157,,,,,,,,,DHARMA,CC0,PSN01157,,,,,,,,,,,,,,,,,,,,,
,PSN01158,,,,,,,,,DHARMA,CC0,PSN01158,,,,,,,,,,,,,,,,,,,,,
,PSN01159,,,,,,,,,DHARMA,CC0,PSN01159,,,,,,,,,,,,,,,,,,,,,
,PSN01160,,,,,,,,,DHARMA,CC0,PSN01160,,,,,,,,,,,,,,,,,,,,,
,PSN01161,,,,,,,,,DHARMA,CC0,PSN01161,,,,,,,,,,,,,,,,,,,,,
,PSN01162,,,,,,,,,DHARMA,CC0,PSN01162,,,,,,,,,,,,,,,,,,,,,
,PSN01163,,,,,,,,,DHARMA,CC0,PSN01163,,,,,,,,,,,,,,,,,,,,,
,PSN01164,,,,,,,,,DHARMA,CC0,PSN01164,,,,,,,,,,,,,,,,,,,,,
,PSN01165,,,,,,,,,DHARMA,CC0,PSN01165,,,,,,,,,,,,,,,,,,,,,
,PSN01166,,,,,,,,,DHARMA,CC0,PSN01166,,,,,,,,,,,,,,,,,,,,,
,PSN01167,,,,,,,,,DHARMA,CC0,PSN01167,,,,,,,,,,,,,,,,,,,,,
,PSN01168,,,,,,,,,DHARMA,CC0,PSN01168,,,,,,,,,,,,,,,,,,,,,
,PSN01169,,,,,,,,,DHARMA,CC0,PSN01169,,,,,,,,,,,,,,,,,,,,,
,PSN01170,,,,,,,,,DHARMA,CC0,PSN01170,,,,,,,,,,,,,,,,,,,,,
,PSN01171,,,,,,,,,DHARMA,CC0,PSN01171,,,,,,,,,,,,,,,,,,,,,
